original_name,aligned_name,accepted_name,suggested_name,genus,taxon_rank,taxonomic_dataset,taxonomic_status,scientific_name,aligned_reason,update_reason,number_of_collapsed_taxa
Allocasuarina luehmannii,Allocasuarina luehmannii,Allocasuarina luehmannii,Allocasuarina luehmannii,Allocasuarina,species,APC,accepted,Allocasuarina luehmannii (R.T.Baker) L.A.S.Johnson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Allocasuarina muelleriana,Allocasuarina muelleriana,Allocasuarina muelleriana,Allocasuarina muelleriana,Allocasuarina,species,APC,accepted,Allocasuarina muelleriana (Miq.) L.A.S.Johnson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Allocasuarina nana,Allocasuarina nana,Allocasuarina nana,Allocasuarina nana,Allocasuarina,species,APC,accepted,Allocasuarina nana (Sieber ex Spreng.) L.A.S.Johnson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Allocasuarina striata,Allocasuarina striata,Allocasuarina striata,Allocasuarina striata,Allocasuarina,species,APC,accepted,Allocasuarina striata (Macklin) L.A.S.Johnson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Allocasuarina torulosa,Allocasuarina torulosa,Allocasuarina torulosa,Allocasuarina torulosa,Allocasuarina,species,APC,accepted,Allocasuarina torulosa (Aiton) L.A.S.Johnson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Allocasuarina verticillata,Allocasuarina verticillata,Allocasuarina verticillata,Allocasuarina verticillata,Allocasuarina,species,APC,accepted,Allocasuarina verticillata (Lam.) L.A.S.Johnson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Alphitonia excelsa,Alphitonia excelsa,Alphitonia excelsa,Alphitonia excelsa,Alphitonia,species,APC,accepted,Alphitonia excelsa (A.Cunn. ex Fenzl) Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Alphitonia petriei,Alphitonia petriei,Alphitonia petriei,Alphitonia petriei,Alphitonia,species,APC,accepted,Alphitonia petriei Braid & C.T.White,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Alyxia ruscifolia,Alyxia ruscifolia,Alyxia ruscifolia,Alyxia ruscifolia,Alyxia,species,APC,accepted,Alyxia ruscifolia R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Ammobium alatum,Ammobium alatum,Ammobium alatum,Ammobium alatum,Ammobium,species,APC,accepted,Ammobium alatum R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Amyema,Amyema sp. [Amyema],NA,Amyema sp. [Amyema],Amyema,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Amyema miquelii,Amyema miquelii,Amyema miquelii,Amyema miquelii,Amyema,species,APC,accepted,Amyema miquelii (Lehm. ex Miq.) Tiegh.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Amyema miraculosa,Amyema miraculosa,Amyema miraculosa,Amyema miraculosa,Amyema,species,APC,accepted,Amyema miraculosa (Miq.) Tiegh.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Amyema nestor,Amyema nestor,Amyema nestor,Amyema nestor,Amyema,species,APC,accepted,Amyema nestor (S.Moore) Danser,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Amyema preisii,Amyema preisii,Amyema preissii,Amyema preissii,Amyema,species,APC,accepted,Amyema preissii (Miq.) Tiegh.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),orthographic variant,NA
Amyema preissii,Amyema preissii,Amyema preissii,Amyema preissii,Amyema,species,APC,accepted,Amyema preissii (Miq.) Tiegh.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Amyema quandang,Amyema quandang,Amyema quandang,Amyema quandang,Amyema,species,APC,accepted,Amyema quandang (Lindl.) Tiegh.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Amyena,Amyema sp. [Amyena],NA,Amyema sp. [Amyena],Amyema,genus,APC,genus accepted,NA,Fuzzy match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Amyena miquelii,Amyema miquelii,Amyema miquelii,Amyema miquelii,Amyema,species,APC,accepted,Amyema miquelii (Lehm. ex Miq.) Tiegh.,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Amyena preissii,Amyema preissii,Amyema preissii,Amyema preissii,Amyema,species,APC,accepted,Amyema preissii (Miq.) Tiegh.,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Anacardiaceae,Anacardiaceae sp. [Anacardiaceae],NA,Anacardiaceae sp. [Anacardiaceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-15),NA,NA
Anacardium occidentale,Anacardium occidentale,Anacardium occidentale,Anacardium occidentale,Anacardium,species,APC,accepted,Anacardium occidentale L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Andersonia heterophylla,Andersonia heterophylla,Andersonia heterophylla,Andersonia heterophylla [alternative possible names: Andersonia macranthera (pro parte misapplied)],Andersonia,species,APC,accepted,Andersonia heterophylla Sond.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,1
Angianthus brachypappus,Angianthus brachypappus,Angianthus brachypappus,Angianthus brachypappus,Angianthus,species,APC,accepted,Angianthus brachypappus F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Angophora,Angophora sp. [Angophora],NA,Angophora sp. [Angophora],Angophora,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Angophora bakeri,Angophora bakeri,Angophora bakeri,Angophora bakeri,Angophora,species,APC,accepted,Angophora bakeri E.C.Hall,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Angophora costata,Angophora costata,Angophora costata,Angophora costata,Angophora,species,APC,accepted,Angophora costata (Gaertn.) Britten,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Angophora floribunda,Angophora floribunda,Angophora floribunda,Angophora floribunda,Angophora,species,APC,accepted,Angophora floribunda (Sm.) Sweet,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Angophora hispida,Angophora hispida,Angophora hispida,Angophora hispida,Angophora,species,APC,accepted,Angophora hispida (Sm.) Blaxell,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Angophora intermedia,Angophora intermedia,Angophora floribunda,Angophora floribunda,Angophora,species,APC,accepted,Angophora floribunda (Sm.) Sweet,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),taxonomic synonym,NA
Angophora subvaleutina,Angophora subvelutina,Angophora subvelutina,Angophora subvelutina,Angophora,species,APC,accepted,Angophora subvelutina F.Muell.,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Angophora subvelutina,Angophora subvelutina,Angophora subvelutina,Angophora subvelutina,Angophora,species,APC,accepted,Angophora subvelutina F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Angophora woodsiana,Angophora woodsiana,Angophora woodsiana,Angophora woodsiana,Angophora,species,APC,accepted,Angophora woodsiana F.M.Bailey,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Aotus,Aotus sp. [Aotus],NA,Aotus sp. [Aotus],Aotus,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Aotus ericoides,Aotus ericoides,Aotus ericoides,Aotus ericoides [alternative possible names: Aotus gracillima (pro parte misapplied) | Aotus intermedia (pro parte misapplied) | Aotus subspinescens (misapplied)],Aotus,species,APC,accepted,Aotus ericoides (Vent.) G.Don,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,1
Aotus lanigera,Aotus lanigera,Aotus lanigera,Aotus lanigera,Aotus,species,APC,accepted,Aotus lanigera A.Cunn. ex Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Aphananthe philippinensis,Aphananthe philippinensis,Aphananthe philippinensis,Aphananthe philippinensis,Aphananthe,species,APC,accepted,Aphananthe philippinensis Planch.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Apocynaceae,Apocynaceae sp. [Apocynaceae],NA,Apocynaceae sp. [Apocynaceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-15),NA,NA
Apophyllum anomalum,Apophyllum anomalum,Capparis anomala,Capparis anomala,Capparis,species,APC,accepted,Capparis anomala (F.Muell.) Byng & Christenh.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),basionym,NA
Araucaria,Araucaria sp. [Araucaria],NA,Araucaria sp. [Araucaria],Araucaria,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Araucaria cunninghamii,Araucaria cunninghamii,Araucaria cunninghamii,Araucaria cunninghamii,Araucaria,species,APC,accepted,Araucaria cunninghamii Mudie,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Argyrodendron actinophyllum,Argyrodendron actinophyllum,Argyrodendron actinophyllum,Argyrodendron actinophyllum,Argyrodendron,species,APC,accepted,Argyrodendron actinophyllum (F.Muell.) Edlin,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Argyrodendron peralatum,Argyrodendron peralatum,Argyrodendron peralatum,Argyrodendron peralatum,Argyrodendron,species,APC,accepted,Argyrodendron peralatum (F.M.Bailey) Edlin ex I.H.Boas,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Arthropodium milleflorum,Arthropodium milleflorum,Arthropodium milleflorum,Arthropodium milleflorum,Arthropodium,species,APC,accepted,Arthropodium milleflorum (Redouté) J.F.Macbr.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Asperula gunnii,Asperula gunnii,Asperula gunnii,Asperula gunnii [alternative possible names: Asperula euryphylla (pro parte misapplied) | Asperula oblanceolata (pro parte misapplied) | Asperula tetraphylla (misapplied) | Asperula subsimplex (doubtful misapplied)],Asperula,species,APC,accepted,Asperula gunnii Hook.f.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,1
Asphodelus fistulosus,Asphodelus fistulosus,Asphodelus fistulosus,Asphodelus fistulosus,Asphodelus,species,APC,accepted,Asphodelus fistulosus L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Asteraceae,Asteraceae sp. [Asteraceae],NA,Asteraceae sp. [Asteraceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-15),NA,NA
Astroloma xerophyllum,Astroloma xerophyllum,Astroloma xerophyllum,Astroloma xerophyllum,Astroloma,species,APC,accepted,Astroloma xerophyllum (DC.) Sond.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Astrotricha longifolia,Astrotricha longifolia,Astrotricha longifolia,Astrotricha longifolia,Astrotricha,species,APC,accepted,Astrotricha longifolia Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Atalaya hemiglauca,Atalaya hemiglauca,Atalaya hemiglauca,Atalaya hemiglauca,Atalaya,species,APC,accepted,Atalaya hemiglauca (F.Muell.) F.Muell. ex Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
